51.116700,17.033300
51.119593,17.096765
51.119593,17.096765
51.119593,17.096765
51.119593,17.096765
51.119593,17.096765
51.119593,17.096765
51.109058,17.036922
51.082149,17.011875
51.085236,17.027138
51.083790,17.019340
51.083790,17.019340
51.083790,17.019340
51.116508,17.045588
51.083790,17.019340
51.061810,16.983429
51.116274,17.041695
51.119120,17.038750
51.116700,17.033300
51.125420,17.032540
51.082316,17.027499
51.080301,17.028390
51.081817,17.028615
51.104060,17.025976
51.116508,17.045588
51.105738,17.030621
51.109436,17.074363
51.110500,17.031898
51.049056,17.048206
51.115472,17.038375
51.116700,17.033300
51.112945,17.042069
51.109147,17.032847
51.111270,17.034910
51.116508,17.045588
51.061810,16.983429
51.082619,17.031222
51.104381,17.036186
51.083684,17.036018
51.116700,17.033300
51.116366,17.049213
51.113216,17.023547
51.122624,17.033546
51.110666,17.029197
51.113666,17.050856
51.122433,16.932202
51.122438,16.932113
51.122505,16.932111
51.122519,16.932130
51.122511,16.932130
51.122505,16.932133
51.122497,16.932080
51.122505,16.932119
51.122500,16.932041
51.122488,16.932019
51.122477,16.932011
51.122475,16.932011
51.122477,16.932013
51.122419,16.932166
51.122480,16.932108
51.122461,16.932105
51.122338,16.932305
51.122197,16.932202
51.122222,16.932150
51.122219,16.932255
51.122219,16.932213
51.122097,16.932433
51.121919,16.932413
51.121913,16.932408
51.121911,16.932402
51.121902,16.932380
51.121825,16.932305
51.121819,16.932302
51.121819,16.932305
51.081635,17.026909
51.081635,17.026909
51.081817,17.028615
51.116508,17.045588
51.084762,17.079834
51.061810,16.983429
51.108426,17.079534
51.061810,16.983429
51.116700,17.033300
51.090725,17.065936
51.081817,17.028615
51.081581,17.030375
51.081817,17.028615
51.089019,17.000963
51.089011,17.000958
51.089052,17.001152
51.089047,17.001155
51.089047,17.001152
51.089111,17.001180
51.089105,17.001186
51.089100,17.001177
51.089119,17.001205
51.089116,17.001205
51.089113,17.001208
51.089213,17.001180
51.089208,17.001316
51.089211,17.001311
51.089161,17.001455
51.089172,17.001444
51.089152,17.001633
51.089094,17.001869
51.089088,17.001863
51.088958,17.002169
51.088958,17.002255
51.088944,17.002247
51.088727,17.003408
51.088625,17.003625
51.088497,17.003805
51.088511,17.003836
51.088213,17.004719
51.087994,17.005616
51.087997,17.005613
51.087955,17.005772
51.087302,17.005438
51.087138,17.005377
51.086958,17.005100
51.086969,17.005244
51.086697,17.005055
51.086586,17.004997
51.086477,17.004897
51.086480,17.004888
51.086480,17.004872
51.086308,17.004761
51.083280,17.005133
51.086311,17.004752
51.086311,17.004747
51.085802,17.004377
51.085211,17.004258
51.085222,17.004250
51.085222,17.004255
51.085213,17.004250
51.084794,17.004047
51.084802,17.004027
51.084813,17.004022
51.084811,17.004025
51.084805,17.003997
51.084322,17.003736
51.084388,17.003705
51.083597,17.003972
51.083472,17.004169
51.083450,17.004138
51.083441,17.004125
51.083452,17.004147
51.083472,17.005252
51.083463,17.005252
51.083469,17.005255
51.083647,17.005544
51.083688,17.005611
51.084277,17.006330
51.084283,17.006341
51.084288,17.006347
51.084288,17.006347
51.084294,17.006347
51.084305,17.006377
51.084369,17.006486
51.084369,17.006488
51.084369,17.006488
51.084466,17.006577
51.084597,17.007152
51.084730,17.007261
51.084766,17.007563
51.084877,17.007886
51.084952,17.008113
51.084944,17.008105
51.085088,17.008375
51.085083,17.008369
51.085080,17.008369
51.085091,17.008394
51.085197,17.008672
51.085263,17.008763
51.085266,17.008763
51.085363,17.008955
51.085358,17.009038
51.085461,17.009505
51.085472,17.009505
51.085469,17.009563
51.085458,17.009566
51.085594,17.009922
51.085636,17.009986
51.085672,17.010063
51.085686,17.010147
51.085788,17.010608
51.085797,17.010638
51.085822,17.010686
51.085825,17.010775
51.085872,17.010955
51.085886,17.011027
51.086033,17.011436
51.086077,17.011511
51.086075,17.011522
51.086105,17.011522
51.086113,17.011513
51.086130,17.011494
51.086127,17.011491
51.086127,17.011488
51.086127,17.011480
51.087175,17.008919
51.087180,17.008644
51.087255,17.008544
51.087269,17.008263
51.087275,17.008247
51.087322,17.008091
51.087311,17.008094
51.087363,17.007961
51.087463,17.007658
51.087538,17.007475
51.087602,17.007330
51.087638,17.007280
51.087686,17.007197
51.087688,17.007052
51.087752,17.006911
51.087775,17.006852
51.087872,17.006613
51.088077,17.006427
51.088105,17.006455
51.088080,17.006477
51.088297,17.006572
51.088305,17.006572
51.088363,17.006488
51.115086,16.959011
51.116508,17.045588
51.108036,17.077272
51.086971,17.034540
51.116700,17.033300
51.116508,17.045588
51.079701,17.026566
51.082619,17.031222
51.081817,17.028615
51.112656,17.042798
51.125960,16.996280
51.084762,17.079834
51.084762,17.079834
51.084762,17.079834
51.084762,17.079834
51.116508,17.045588
51.087860,17.013120
51.118191,17.028821
51.118191,17.028821
51.117947,17.027282
51.117947,17.027282
51.098110,17.037176
51.126732,17.000837
51.126732,17.000837
51.126732,17.000837
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.118191,17.028821
51.118191,17.028821
51.118191,17.028821
51.107613,17.032394
51.109820,17.048506
51.115168,17.043539
51.112563,17.042641
51.116366,17.049213
51.084762,17.079834
51.084762,17.079834
51.084762,17.079834
51.084762,17.079834
51.145700,17.109820
51.109820,17.048506
51.110138,17.044583
51.111000,17.047500
51.111000,17.047500
51.110138,17.044583
51.109470,17.026340
51.108285,17.075955
51.104896,17.075307
51.110666,17.029191
51.116274,17.041695
51.116700,17.033300
51.061810,16.983429
51.080085,17.025203
51.082619,17.031222
51.079701,17.026566
51.109760,17.034430
51.103500,17.055305
51.109760,17.034430
51.109470,17.026340
51.109683,17.037344
51.104006,17.039108
51.082619,17.032198
51.079701,17.026566
51.106747,17.027761
51.085616,17.076600
51.103722,17.030536
51.102358,17.035988
51.102402,17.035916
51.103136,17.030622
51.100988,17.035803
51.097350,17.038292
51.109672,17.022266
51.116700,17.033300
51.107252,17.041405
51.104997,17.036157
51.107658,17.042605
51.110543,17.031922
51.120352,17.071044
51.116700,17.033300
51.078764,17.026469
51.098374,17.035953
51.081635,17.026909
51.094776,17.030997
51.112150,17.060694
51.115188,17.040803
51.082619,17.031222
51.101880,17.029270
51.111836,17.030044
51.043552,17.016427
51.043552,17.016427
51.042111,17.015555
51.086130,17.011475
51.086144,17.011472
51.086163,17.011461
51.086272,17.011305
51.086383,17.011088
51.086391,17.011088
51.086397,17.011094
51.086397,17.011094
51.086402,17.011088
51.086422,17.011022
51.086769,17.010644
51.086647,17.010652
51.086591,17.010608
51.086580,17.010494
51.086669,17.010033
51.086761,17.009825
51.086755,17.009822
51.086838,17.009541
51.086833,17.009544
51.087330,17.009150
51.088363,17.006502
51.088522,17.006563
51.088530,17.006561
51.088644,17.006608
51.088641,17.006636
51.088875,17.006761
51.088897,17.006786
51.089105,17.007138
51.089138,17.007138
51.089286,17.007166
51.089788,17.007205
51.089941,17.007277
51.090088,17.007436
51.090197,17.007541
51.090436,17.007447
51.090611,17.006844
51.090761,17.006594
51.090880,17.005661
51.090847,17.005013
51.090838,17.005005
51.091080,17.004594
51.091055,17.004311
51.091055,17.004313
51.091102,17.003877
51.091113,17.003594
51.091119,17.003594
51.090588,17.001905
51.090569,17.001933
51.090547,17.001972
51.089958,17.001294
51.089777,17.001211
51.089744,17.001163
51.089747,17.001152
51.089680,17.000933
51.089344,17.000777
51.089305,17.000863
51.089305,17.000866
51.089311,17.000872
51.089311,17.000872
51.120402,16.930155
51.120436,16.929894
51.120452,16.929958
51.088030,17.005386
51.084305,17.006383
51.086761,17.009825
51.089961,17.007302
51.120422,16.929972
51.107990,17.026850
51.105825,17.076401
51.114586,17.012100
51.084762,17.079834
51.126732,17.000837
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.116038,16.998230
51.045788,17.014894
51.045700,17.014766
51.043552,17.016427
51.043552,17.016427
51.097041,16.979694
51.107752,17.029430
51.109193,17.025182
51.109193,17.025182
51.109193,17.025182
51.108897,17.030332
51.108964,17.032241
51.103643,17.030375
51.104114,17.044515
51.108122,17.019624
51.117343,16.999239
51.117343,16.999239
51.109894,17.030525
51.111376,17.044923
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.111571,17.030342
51.079701,17.026566
51.081635,17.026909
51.081817,17.028615
51.111855,17.038994
51.108763,17.078923
51.110543,17.031922
51.116700,17.033300
51.122938,17.044391
